,smiles
934,O=C(NC=1C=C(C=CC1)NC2=NC=CC(=N2)NC3=CC(C(F)(F)F)=CC=C3)C4CC4
935,C1(=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3)C(NCCN(C)C)=O)=O)NC(N)=O
936,S1C=2C(C(C3=CC=C(N)C=C3)=C1)=C(N=CC2C=CC4=NC=5C(N4)=CC=CC5)N
937,N=1C(=C2C(NCCC(C=3C=CC(NC(NC4=CC(=CC=C4F)C(F)(F)F)=O)=CC3)=N2)=NC1)N
938,C=1C=CC=2N/C(/C(=N/OCCC(CO)O)/C2C1)=C\3/C4=C(C=CC=C4)NC3=O
939,S1C=C(C2=NNC3=C2CC=4C3=CC=C(C4)CN5CCN(CC5)C)C=C1C#CCOCC6CC6
940,C1(C2=NNC(=C2C3=NC=NC=C3)C4=C(C=C(C=C4)Cl)F)CCN(C(C=O)O)CC1
941,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1
942,O1N=C(N2N=NC(=C2N3CCCC3)C(=O)NN=CC4=C(OCC)C=CC=C4)C(=N1)N
943,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(CO)(C)C)C=C(N=C3C)C)=CC=C(F)C1
944,C=1(C=CC2=C(C1)/C(/C(N2)=O)=C/C=3NC(=C(C3C)C(NCCN(CC)CC)=O)C)F
945,FC1=CC=2C(C(=O)NC2C=C1)=CC=3NC(=C(C3C)C(=O)NCCN(CC)CC)C
946,C=1(C)C=CC(C(=O)NC=2C=CON2)=CC1NC3=C4C=NN(C4=NC=N3)C5=CC=CC=C5
947,S1C=2N(C(=C(N2)C3=CC=C(F)C=C3)C=4C=C5N(C(=NC5=CC4)N)CC(C)C)C=C1
948,CCN1C(=NC=2C(=NC(O[C@@H](CN)C3=CC=CC=C3)=CC12)C#CC(C)(C)O)C4=NON=C4N
949,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)CCN(C)C)C=C1
950,O=C1C(=NC=2N=C(NC3=CC(OC)=C(OC)C=C3)N=CC2)C(NC(C(C)(C)C)C)C1=O
951,C1COCCN1C2=CC(OC)=C(C=C2)NC=3N=C(C(=CN3)Cl)NC=4C=CC=CC4C(=O)NC
952,S(=O)(=O)(C1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)C)C=C1)C
953,N=1C=NC(=C2C1C=CC=C2)NCC=3C=CC(C(N4CCN(CC4)C5=NC=C(C=N5)CC)=O)=CC3
954,C=1(SC)NC(=C(N1)C2=CC=C(C=C2)F)C=3C=C(N=CC3)NC(C4=CC=CC=C4)C
955,S1C=2N=CN=C(N)C2C(C(=O)NC3=CC=C(NC(=O)NC4=CC=CC=C4)C=C3)=C1
956,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C3=C4C(N(N=C4N)C)=CN=C3)C=C2)=CC=C1
957,ClC1=CC=C([C@H](C(=O)N2CCN(CC2)C=3N=CN=C4C3[C@@H](CC4)CF)CNC(C)C)C=C1
958,FC=1C(NC(=O)NC2=CC=C(C3=C4C(NN=C4N)=CC=C3)C=C2)=CC(=CC1)C(=O)O
959,C1=C(C=2C=CC=CC2)C(C=3C=CC(=CC3)CNCCCN4CCN(CC4)C)=NC=5C1=CN=C(SC)N5
960,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C3=NC4=C(NCC3)N=CN=C4NC)C=C2)=CC=C1
961,S1C(C2=CC=C(N3N=CC=C3)C=C2)=C(N=C1NC(=O)NCCC(=O)NC4=NOC(=C4)C)C
962,FC=1C(N2CC3C(C3N)C2)=NC=4N(C=5C(F)=CC(F)=CC5)C=C(C(=O)C4C1)C(=O)O
963,FC(F)(F)C=1C(C=2C3=C(C(=O)NC3)C=CC2)=CC=C(NC(=O)NC4=CC(=CC(=C4)C)C)C1
964,N1(CCN(CC=2C=C3C(C4=C(C(=NN4)C5=CSC(=C5)C#CCOCCOC)C3=O)=CC2)CC1)C
965,S1C2=C(C=3C1=NC=NC3N)C4=C(CC2)C=C(NC(=O)NC5=CC(=CC=C5)CC)C=C4
966,C1(C2=CN(CCCN3C=NC=C3)C4=C2C=CC=C4)C(C(=O)NC1=O)=NC5=CC=CC=C5
967,C=1C=C(C=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)C(F)(F)F
968,O=C1C2=C(N(C3=C(C=C(O)C=C3)C)C=C1C(OCC)=O)C=C(C=C2)C=4C=CN=CC4
969,O=C1N2C(=NC=3C2=CC=CC3)C(=C(C1=CC4=C(O)N(N=C4C)C5=CC=CC=C5)C)C#N
970,O(C=1C=2N(C(=NC2C(=NC1)C#CC(O)(C)C)C3=NON=C3N)CC)CCCNC[C@H](O)CO
971,O=C(N1CC=C(C=2C3=C(NC2)N=CC=C3)CC1)NC(C4=CC(OC)=CC=C4)C
972,N1=CN=C2SC3=C(C2=C1N)C=4C(=CC(=CC4)NC(NC5=CC=CC(=C5)C)=O)CC3
973,N1(C=2C(=CC=C(C2)C3=CC=NC=C3)C(C(=C1)C(=O)N)=O)C4=C(C=C(C=C4)O)C
974,CCN(CC)CCNC(=O)C=1C(C)=C(NC1C)/C=C\2/C=3C=C(Cl)C=CC3NC2=O
975,ClC=1C(=CC(OCC2CC(CC2)C(O)=O)=C(NC(=O)NC=3N=CC(=NC3)C#N)C1)C
976,C=1(C=CC(=CC1)NC2=NC3=C(C(=N2)OCC4CCCCC4)N=CN3)C(=O)N(CC)CC
977,C1=C(C(NC=2C(=CC=CC2Cl)C)=O)SC(NC3=CC(=NC(C)=N3)N4CCN(CCO)CC4)=N1
978,CC1=NNC2=CC=C(C=C12)C=3C=NC=C(OC[C@@H](N)CC4=CNC5=CC=CC=C45)C3
979,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(SC)N3)C=4C=CC(=CC4)CNCCC=5C=NC=CC5
980,S1C=2C(C(C=3C=C4C(NC(=C4)C)=CC3)=C1)=C(N=CC2C=5C=C(S(=O)(=O)C)C=CC5)N
981,O(C=1C=C2C3=NNC(=C3CC2=CC1)C4=CN=C(C=C4)C#N)CCCN5CCN(C(=O)NC)CC5
982,C1=NC=C(C2=CC=C(NC(=O)NC3=CC(=CC=C3F)C)C=C2)C=4C(=NN(C41)C)N
983,ClC1=CC=C([C@H](C(=O)N2CCN(CC2)C=3N=CN=C4C3[C@@H](CC4)C)CNC(C)C)C=C1
984,C1(=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3)C4=CC(=CC=C4)C(=O)O)=O)NC(N)=O
985,C(C1=CC(NC2=NC=NC(=C2)NC=3C=C(NC(C4CC4)=O)C=CC3)=CC=C1)(F)(F)F
986,FC=1C(C=2N=C3N(C2C4=NC(=NC=C4)NCCC(O)(C)C)C=CN=C3C)=CC=C(F)C1
987,FC1=CC=C(C=2N=C3N(C2C4=NC(=NC=C4)NCC(CO)(C)C)C=CN=C3NC)C=C1
988,O=C(O)C=1NC=2C(C3=C(N(N=C3C)C)C)=CC=CC2C1CCCOC=4C=5C(C=CC4)=CC=CC5
989,C1(=NN=C(S1)N)CCNCC=2C=CC(=CC2)C=3C(C4=CC=CC=C4)=CC=5C(N3)=NC(=NC5)SC
990,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CC)Cl
991,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(N3)SC)C=4C=CC(=CC4)CNCCC=5SC=CN5
992,O=C(NC=1NN=C2C1C=C(C=3N=NN(C3)CC4=CC=CC=C4)C=C2)C=5C=C(OC)C(OC)=CC5
993,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(N3)SC)C=4C=CC(=CC4)CNCCC(N)=O
994,FC1=CC=C(C=2N=C3N(C2C=4N=C(N=CC4)NCC(CN(C)C)(C)C)C=CN=C3)C=C1
995,C1=C(C=2C=CC=CC2)C(=NC=3C1=CN=C(SC)N3)C=4C=CC(=CC4)CNCCCN5C=NC=C5
996,O=C(NC=1NN=C2C1C=C(C=3N=NN(C3C4=CC=CC=C4)CC5=CC=CC=C5)C=C2)CCC
997,O=C(NC(C1=CC(OC)=CC=C1)C)C2=C(NCCCN)C=C(C=3C=CN=CC3)C=C2
998,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CO)Cl
999,S(=O)(=O)(N)C1=CC(NC=2N=C(NC3=CC=C(OCC(=O)N)C=C3)C(=CN2)C)=CC=C1
1000,N1=CN=C2ON=C(C2=C1N)C3=CC=C(NC(NC4=CC(=CC=C4)C(F)(F)F)=O)C=C3
1001,C=1C(=CC(OC)=CC1C[C@@H](N)C(N2CCN(CC2)C=3C4=C(N=CN3)C=CC=C4)=O)OC
1002,C=1(C=C2/C(/C(NC2=CC1)=O)=C(\C)/C=3NC=C(C3)CNC(C4CCN(CC4)C)=O)NC(=O)N
1003,O=C(NCC=1C=C(NC1)/C(=C\2/C3=C(NC2=O)C=CC(NC(=O)N)=C3)/C)C4CCNCC4
1004,ClC1=CC=C([C@@H](CNCC2CC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1
1005,O(C1=CC(C=2C=3C(N(C2C)C4CCC(N5CCCC5)CC4)=NC=NC3N)=CC=C1)CC6=CC=CC=C6
1006,C=1(C(N(C)C(=C(C1)C=2C=CC(OC(F)(F)F)=CC2)COC(C=3N(C=NC3)C)C=4C=CC(C#N)=CC4)=O)C#N
1007,C1=C(C=C(C(=O)N2CCN(CC2)C=3N=CC(CC4=CC=CC=C4)=CN3)C=C1)NC=5N=CN=C6C5C=CC=C6
1008,C1(=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3)C(N4CCC(C4)N(C)C)=O)=O)NC(N)=O
1009,C=1(N=C(NN1)C)CCNCC=2C=CC(=CC2)C=3C(=CC=4C(N3)=NC(SC)=NC4)C5=CC=CC=C5
1010,O=C(NC=1N(N=C(C1)C(C)(C)C)C=2C=C(C=CC2)C(=O)NCC#N)NC=3C=4C(C=CC3)=CC=CC4
1011,C=1(N=CN=C2[C@@H](C[C@H](C21)C)O)N3CCN(C(=O)[C@H](CNC(C)C)C=4C=CC(=C(C4)F)Cl)CC3
1012,C1(C[C@H](N)COC=2C(=NC(=C(C2)C3=NC=4C(N=C3)=NNC4C)C=5C=COC5)NCC)=CC=CC=C1
1014,FC1(F)C[C@H](C=2C(=NC=NC21)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)C
1015,O(C1=CC=C(C=2C=3C(N(C2)C4CCC(N5CCN(CC5)C)CC4)=NC=NC3N)C=C1)C6=CC=CC=C6
1016,ClC1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@@H]4O)C)CC2)CNC(C)C)C=C1
1017,ClC1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(C)C)C=C1
1018,O(C1=CC(C=2C=3C(N(C2C)C4CC(C4)CN5CCCC5)=NC=NC3N)=CC=C1)CC6=CC=CC=C6
1019,O(C=1C=C(C2=NC(NC=3C=C4C(NN=C4)=CC3)=C5C(=N2)C=CC=C5)C=CC1)CC(=O)NC(C)C
1020,FC(F)(F)C1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CN)C=C1
1021,C1=C(C=2C=CC=CC2)C(C=3C=CC(=CC3)CN4CCC(CC4)NC(NCC)=O)=NC=5C1=CN=C(SC)N5
1022,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C#CC(N)(CC)CC)N
1023,C=1C2=C(C(=CN2)C[C@@H](COC=3C=NC(=C(C3)C4=NC=5C(N=C4)=NNC5C)C=6C=COC6)N)C=CC1
1024,C=1(N=CN=C2[C@@H](C[C@H](C21)C)O)N3CCN(C(=O)[C@H](CNCCOC)C=4C=CC(=CC4)Cl)CC3
1025,C12=C(C3=CN(CCOCCOCCOCCOCCN4C=C1C5=C4N=CC=C5)C6=C3C=CC=N6)C(=O)NC2=O
1026,S(=O)(=O)(NCCCN)C=1C=C(C(O)=NC2=CC=C(C3=NN=C(O)C=4C3=CC=CC4)C=C2)C=CC1
1027,C1=CC(Cl)=CC=C1[C@H](C(N2CCN(CC2)C=3N=CN=C4[C@H](O)C[C@@H](C)C34)=O)CNC(CO)(C)C
1028,FC=1C(C(=O)C=2C(N)=CC=C(C2)C3=CC(OCC(N)CC=4C=5C(NC4)=CC=CC5)=CN=C3)=CC=CC1
1029,C1=C(C=2C=CC=CC2)C(C=3C=CC(=CC3)CN4CCC(CC4)C5=NN=C(S5)N)=NC=6C1=CN=C(SC)N6
1030,C=1C(=CN=C(C1)NCCNC2=NC(=C(C=N2)C=3NC=C(N3)C)C4=C(C=C(C=C4)Cl)Cl)C#N
1031,O=C\1NC2=C(/C1=C(/C=3NC=C(C3)CNC(=O)C4=CC=NC=C4)\C)C=C(NC(=O)N)C=C2
1032,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCCN5CCOCC5)Cl
1033,O(C1=CC(C=2N=C(N3C2C(=NC=C3)N)C4CC(C4)CN5CCCC5)=CC=C1)CC6=CC=CC=C6
1034,S(=O)(=O)(N)C1=CC=C(CNC2C(=NC3=CC4=C(N(N=C4)C(OC(C)(C)C)=O)C=C3)C(=O)C2=O)C=C1
1035,ClC1=CC=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNCCF)C=C1
1036,C=1C=CC=C(C1)C2=CC(=NC(=C2)C=3C=C4C(=CC3)OCC(N4)=O)C5=CC6=C(C=C5)OC(N6)=O
1037,O1C2(N3C4=C5N(C=6C(C5=C7C(=C4C=8C3=CC=CC8)CNC7=O)=CC=CC6)C1CC(NC)C2OC)C
1038,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CC(N)(C)C)N
1039,C1=C(C=CC(=C1)[C@@H](NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCN5CCCCC5)Cl
1040,C1N(C(N2CCOCC2)=O)CCN3C=4C(C(=C3)C=5C(NC(=O)C5C6=CN=C7N6C=CC=C7)=O)=CC=CC41
1041,C1=2C(N3CCN(C(NC4=CC=C(OC5=CC=CC=C5)C=C4)=O)CC3)=NC=NC1=CC(=C(C2)OC)OC
1042,C1CCC(CC1)C(N(C2=CC=C3N(C(=NC3=C2)NC(C=4C=CC(=CC4)C#N)=O)CCC(=O)N)C)=O
1043,S1C(C=2C3=NNC=C3C=C(C=4C5=NC(=NC=C5N(C4)CC(=O)N)N)C2)=CC=6C1=CC=CC6
1044,C=1C=2N(C=C(C2N=C(N)N1)C=3C=C(C=4SC=5C(=CC=CC5)C4)C6=C(C3)C=NN6)CCN
1045,C1(NC(=C(C2=CC=CC=C2)N=C1C)C=3C=CC(CN4CCC(CC4)N5C6=C(NC5=O)C=CC=C6)=CC3)=O
1046,S(=O)(=O)(NC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC(C5=CC(OC)=C(OC)C(OC)=C5)=CC4)=CC=CC1)C
1047,FC=1C(NC2C(C3CC2C=C3)C(=O)N)=NC(NC4=CC(=C(N5CCN(CC5)C)C=C4)C)=NC1
1048,C1=C(C=CC(=C1)[C@@H](NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCN5CCCC5)Cl
1049,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(C2)C(=O)NCCNC(=O)C
1050,C=1C=2N(CCCN)C=C(C=3C=C(C=4SC=5C(=CC=CC5)C4)C6=C(C3)C=NN6)C2N=C(N)N1
1051,N1C(C(=C(C1=O)C2=CNC=3C=CC=CC23)C4=CN(C=5C=CC(=CC45)OC)CCCN(C)C)=O
1052,C=1(N=C2N=C(C(C3=CC=CC=C3)=CC2=CN1)C=4C=CC(CNCCC(=O)C5=C(C=CC=C5)N)=CC4)SC
1053,N=1C(C=2C=COC2)=C(C=C(C1)OC[C@H](CC3=CNC4=C3C=CC=C4)N)C5=CC=6C(=NNC6C=N5)C
1054,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C5=CN(N=C5)C)N
1055,ClC1=NC(C2=CC=C(CN3CCC(N4C5=C(N=C4O)C=CC=C5)CC3)C=C2)=C(C6=CC=CC=C6)C=C1C#N
1056,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C=5C=NC(=CC5)C)N
1057,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC=C(OCC)C=C4)C=C3)=C1)=C(N=CC2C5=CN(N=C5)C)N
1058,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CCN5CCCC5)N
1059,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)C5=CC=CC=C5)Cl
1060,C1(=CC=C2NC(/C(/C2=C1)=C\C=3NC=C(C3)C4=CC(=CC=C4)NC(C)=O)=O)NC(N)=O
1061,S1C2=C(C(C=3C=CC(NC(=O)NC4=CC(C(F)(F)F)=CC=C4F)=CC3)=C1)C(=NC=C2C5=CC=NC=C5)N
1062,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(=O)N[C@H](CN)CC4=CC=CC=C4C(F)(F)F)=C1
1063,O(C=1C=C(C2=CC3=C(C=C2)C=NC=C3)C=NC1)CC(NC(=O)CN(C)C)CC=4C=5C(NC4)=CC=CC5
1064,O(C=1C=2N(C(=NC2C(=NC1)C#CC(O)(C)C)C3=NON=C3N)CC)CCCNCCC4=CC=C(OC)C=C4
1065,[C@@H]1(C2=C(N=CN=C2[C@H](C1)F)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)C
1066,ClC1=CC=C([C@H](C(=O)N2CCN(CC2)C=3N=CN=C4C3[C@@H](C[C@H]4F)C)CNC(C)C)C=C1
1067,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CCN5CCOCC5)N
1068,C(C1=CC=CC=C1)(C(NC(NC(NC2=CC(=C(C=C2)F)N(=O)=O)=S)C(Cl)(Cl)Cl)=O)C=3C=CC=CC3
1069,ClC1=CC=C(C(NC(=O)C2(N)CCN(CC2)C3=NC=NC=4NC=CC34)CC=NS(O)(=O)C)C=C1
1070,FC1=CC(CNC(=O)C=2C=C3NC(=O)C=4C(NC3=CC2)=CC(C=5C=C(OC)C(O)=CC5)=CC4)=CC=C1
1071,O(C=1C=C(C2=CC(C(=O)C3=CC=CC=C3)=C(N)C=C2)C=NC1)CC(N)CC=4C=5C(NC4)=CC=CC5
1072,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C(=O)NCC)N
1073,S(=O)(=O)(NCCN)C=1C=C(C(=O)NC2=CC=C(C3=NN=C(O)C4=C3C=CC=C4)C=C2)C=CC1
1074,C(=O)(NC=1C=2C(C(=CC1)OCCN3CCOCC3)=CC=CC2)NC4=CC(=NN4C5=CC=C(C=C5)C)C(C)(C)C
1075,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C#CCNS(=O)(=O)C)N
1076,ClC1=CC=C([C@@H]([C@H]2NCCC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1
1077,C1(=NON=C1N)C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)O[C@@H](CCN)C4=CC=CC=C4
1078,C1(=NON=C1N)C2=NC3=C(C#CC(O)(C)C)N=C(C=C3N2CC)O[C@H](CCN)C4=CC=CC=C4
1079,O=C\1NC2=C(/C1=C/C=3NC=C(C3)C4=CC(=CC=C4)C(=O)N)C=C(NC(=O)N)C=C2
1080,C=1C=CC=C2NC=C(C21)C[C@@H](COC=3C=NC=C(C3)C4=CC=C5C(=C4)C=C(N=C5)N)N
1081,O=C\1NC2=C(/C1=C/C=3NC=C(C3)C(=O)NCCC=4N=CNC4)C=C(NC(=O)N)C=C2
1082,C1(=CN=C2C(=C1)N=C(N2C3=CC=C(C=C3)CNC(C=4C=CC=CC4)=O)C5=CC=CN=C5N)C6CCCC6
1083,C=1(C=C2/C(/C(NC2=CC1)=O)=C(\C)/C=3NC=C(C3)CNC(C4=CN=CC=C4)=O)NC(N)=O
1084,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C#CCN(C)C)N
1085,ClC1=CC=C([C@@H](CNC2CCCCC2)C(=O)N3CCN(CC3)C=4N=CN=C5C4[C@@H](C[C@H]5O)C)C=C1
1086,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC(=CC=C4)C)C=C3)=C1)=C(N=CC2C=5C=NNC5)N
1087,FC(F)(F)C=1C(=NC(NC2=CC=3C4N(C(C3C=C2)CC4)C(=O)CNC(=O)C)=NC1)NC5CCC5
1088,[C@]1([C@]2(N3C=4C5=C(C6=C(N5[C@@H](C1)O2)C=CC=C6)C=7C(C4C8=C3C=CC=C8)=CNC7O)C)(O)CO
1089,C1(C[C@H](N)COC2=C(N=C(C(C3=NC=4C(N=C3)=NNC4C)=C2)C=5C=COC5C)N)=CC=CC=C1
1090,FC(F)(F)C1=CC(NC(=O)NC=2C=CC(C3=C(N4N=CC(=C4N=C3)C5=CN(N=C5)C)N)=CC2)=CC=C1
1091,S1C2=C(C(C3=CC=C(NC(=O)NC=4C(F)=CC=C(C4)C)C=C3)=C1)C(=NC=C2C(=O)NC)N
1092,S1C=2C(C(C3=CC=C(NC(=O)NC4=CC=C(OC)C=C4)C=C3)=C1)=C(N=CC2C5=CN(N=C5)CCO)N
1093,O1C(=NC=2C1=CC=CC2)NC3=CC=C(C=4C=5C(=C(O)NC5)C=C(OCCCN(C)C)C4)C=C3
1094,O=C(NCC=1C=C(NC1)/C(=C\2/C3=C(NC2=O)C=CC(NC(=O)N)=C3)/C)CCN4CCCCC4
1095,ClC1=CC(C(O)CNC2=C(C=3NC4=C(N3)CC(N5CCOCC5)=CC4=C)C(O)=NC=C2)=CC=C1
1096,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(C=CC4)C)C=C3)=C1)C(=NC=C2C#CCN(CC)CC)N
1097,C1(Br)=C(C=2C=3C=CNC3N=CC2)SC(C(=O)N[C@H](CN)CC4=CC=CC(=C4)C(F)(F)F)=C1
1098,O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C
1100,C1=C(C=CC(=C1)C(NC(=O)C2(N)CCN(CC2)C3=NC=NC4=C3C=CN4)CCCN5CCCC5)Cl
